,link,title,premise,post_time,highlight,information,detail
110,th.jobsdb.com/th/jobs/in-klongtoey/machine-learning-jobs/1?SalaryF=30000&SalaryT=70000&SalaryType=1&createdAt=30d,DATA SCIENTIST, & Vinarco Services (Thailand) Limited & Klongtoey,4d ago," & Data sources and data gathering techniques & SQL, Python, R, Matlab, PowerBI, Spotfire & Machine learning, cloud computing and big data","Career LevelEntry LevelQualificationDegreeYears of Experience1 yearJob TypeFull Time, PermanentCompany Websitehttp://www.scb.co.thJob FunctionsInformation Technology (IT), DBA, Programming / Software Development, E-commerce, Software Development &&& IndustryFinancial ServicesBenefits & OthersPerformance bonus","Job Summary :
This position is to configure campaign flow, and communication through various channels ;e.g., E-Mail, Line Connect, SCB Mobile App, SMS, Direct Mail, TeleSales (Salesforce Sales Cloud), etc. by using DMP tools (Azure, Adobe, Salesforce Marketing Cloud, Knowesis Apollo, etc.)
Job Descriptions:
Liaison campaign execution, customer target selection
Query data from several data sources e.g., Data lake, Teradata, B2K, Data Sci model, etc.
Configure the applications according to business requirements
Design, develop and maintain campaign process for offering products & services to customers
Perform A/B testing, and continuous improvement
Challenge on campaign hypothesis /objectives
Fine tuning and optimize campaigns in more effective ways through multi-channels to achieve business goals
Provide consultation on design of campaign to business by maximize utilization of the available tools
Coordinate to connect those applications and expand their usage in line with business requirements/use cases
Collaborate with Data Analytics, Data Engineering, MI, Marketing, Product Owner, & Technology team
Qualifications:
Bachelor’s Degree or higher in Computer Sciences, Computer Engineering, Software Engineering, Information Technology or related (New Grads are welcome)
At least 3 years of experience and deep expertise and proven track record in operating CRM platforms at scale
Database experience in SQL is a must
Understand of contextual marketing and technical requirements
Curious mindset, willingness to learn and strong analytical, initiative, and logical skills
Teamwork, transparency and collaboration.
Good communication skill in Thai and English
Quick learner and capability development
Good Storyteller - ability to convey complex ideas through data
Ability to independently learn new materials, particularly in Big Data processing"
111,th.jobsdb.com/th/jobs/in-phayathai/machine-learning-jobs/1?SalaryF=30000&SalaryT=70000&SalaryType=1&createdAt=30d,Data Scientist (Forth Vending - Tao Bin), & Forth Vending Company Limited & Phayathai,5d ago, & Data Scientist & Data & Big Data,"Career LevelSeniorQualificationDegreeYears of Experience3 yearsJob TypePermanentCompany Websitehttps://www.cgpo2o.co.th/Job FunctionsInformation Technology (IT), Data Scientist &&& IndustryHuman Resources Management/Consultancy","CGP Thailand is teaming up with international company based in Bangkok hiring for ambitious Data Governance Specialist to join their team!

What the company offer: International working environment with direct line to C-level personnel, challenging job with career move, hybrid plus super attractive benefits.

What you will do:

Develop data governance frameworks, mainly implement data governing toolset comply with PDPA for customer data privacy.
Improving the data quality, provide managing the protection of sensitive data and information assets.
Ensuring adherence to an enterprise data governance framework for data policies, standards and practices, business and functional areas level.
You will be:

Experienced in data governance practices.
Understand the concepts of data governance, implementation and continuous application of governance principles and processes.
Good command in English to collaborate with international team.
Excited and interested in this challenging role? Please drop a resume or call directly to K.Bil at 098-867-7848. Look forward to speaking and discussing in your next career move :)"
112,th.jobsdb.com/th/jobs/in-huaykwang/machine-learning-jobs/1?SalaryF=30000&SalaryT=70000&SalaryType=1&createdAt=30d,Quantitative Analyst/นักวิเคราะห์เชิงปริมาณ," & AIGEN CO., LTD. & Huaykwang",2d ago," & Min. Bachelor, 2-5 yrs. experience & Problem solver, strong prog. & analytical skill & Flex hrs., Health ins., Prov. Fund","Career LevelSeniorQualificationDegreeYears of Experience5 yearsJob TypeFull Time, PermanentCompany Websitehttp://www.ttbspark.com/Job FunctionsProfessional Services, Business Analysis / Data Analysis, Information Technology (IT), Application Specialist - Software, Data Scientist &&& IndustryFinancial ServicesBenefits & OthersDental insurance, Free shuttle bus, Life insurance, Medical insurance, Performance bonus, Work from home, Five-day work week, Flexible working hours","Data Solution Architect
Job Descriptions
Collaborate with management and Tech. teams to develop a data strategy that meets corporate needs and industry requirements. Also involving all projects related with enterprise digital data
Coordinating and collaborating with cross-functional teams, stakeholders, and vendors for the smooth functioning of the enterprise data system. 
Managing end-to-end data architecture, start from selecting the platform and technologies
Develop architectural strategies for data platform, data modeling, design and implementation to meet stated requirements for data governance, data quality, metadata management, operational data stores and Extract Transform Load environments
Identifying data sources, both internal and external, and working out a plan for data management that is aligned with organizational data strategy
Continuously improve the existing data infrastructure framework with new technologies
Integrating technical functionality, ensuring accessibility, accuracy, and security.
Document the data architecture and environment in order to maintain a current and accurate view of the larger data picture
Qualifications
Bachelor’s Degree in Computer Science, Computer Engineering, or a business-related field.
3 to 5 years’ experience in a comparable role or more than 8 years as a Data Engineer (or comparable role) with proven ability to take a leadership position.
Experience of Technical Evaluation and vendor selection
Experience of deploying data-processing platforms from vendors such as AWS, Azure, GCP
Experience in designing, building and productionising modern data-intensive applications including orchestration and operation
Broad knowledge of the full spectrum of data technologies (data ingestion, transformation, storage, presentation, consumption) being able to integrate these into successful solutions
Understanding of advanced statistics and machine learning practices.
Understanding of Agile principles, practices and Scrum methodologies
Experience in REST, JSON/XML, MySQL/PostgreSQL is plus
Strong technical team leadership, mentorship and collaboration."
113,th.jobsdb.com/th/jobs/in-jatuchak/machine-learning-jobs/1?SalaryF=30000&SalaryT=70000&SalaryType=1&createdAt=30d,Data Science Consultant," & SCB TECH X CO., LTD. & Jatuchak",1d ago," & Opportunity to work with Tech-Driven Company & Hybrids Working, 2 days in Office, 3 days WFH & Well-Being and Flexi Benefits","Job TypeFull Time, PermanentJob FunctionsInformation Technology (IT), Data Scientist &&& IndustryHuman Resources Management/ConsultancyBenefits & OthersLife insurance, Medical insurance, Performance bonus, Work from home, Five-day work week","(1 position)

Location: MRT Petchaburi

Business Type: Food Technology Platform

Job Responsibility:

Responsibilities for planning projects and building analytics models. You should have a strong problem-solving ability and a knack for statistical analysis. Your ultimate goal will be to help improve our products and business decisions by making the most out of our data.

- Mine and analyze data from company databases to drive optimization and improvement of product development, marketing techniques and business strategies.
- Use predictive modeling to increase and optimize customer experiences, revenue generation, ad targeting and other business outcomes.
- Support and develop data scientists by providing advice, coaching and educational opportunities.
- Collaborate with product management and engineering departments to understand company needs and devise possible solutions

Requirements:
Bachelor's degree in Computer Science or a related technical field.
5+ years experience in ETL, data processing, data programming, data analytics, or similar.
Expert proficiency in R, Python, Java and SQL.
Experienced creating and using advanced machine learning algorithms and statistics: regression, simulation, scenario analysis, modeling, clustering, decision trees, neural networks, etc.
Experience in developing cloud applications running on AWS (Amazon Web Services) and GCP (Google Cloud Platform).
Experience in designing and implementing systems using emerging technology.
Excellent level of English, both written and spoken.
Benefits:
* Vacation leave
* Performance Bonus
* Group Health Insurance
* Social Security
* Laptop provided

TalentMind Recruitment (Thailand) Limited (License No. น 1789/2564)"
114,th.jobsdb.com/th/jobs/in-jatuchak/machine-learning-jobs/1?SalaryF=30000&SalaryT=70000&SalaryType=1&createdAt=30d,Data Engineer (Junior/Senior), & MFEC Public Company Limited & Jatuchak,2d ago, & Data Pipeline Framework & Knowledge in Data structure and Data warehouse & Competitive salary with high benefits,"Career LevelMiddleQualificationDegreeYears of Experience2 yearsJob TypePermanentCompany Websitehttp://talentvis.com/Job FunctionsInformation Technology (IT), Data Scientist &&& IndustryHuman Resources Management/ConsultancyBenefits & OthersLife insurance, Medical insurance, Performance bonus, Work from home, Five-day work week, Flexible working hours","Responsibilities
Work with Software Engineers to identify opportunities for leveraging product data e.g. impressions, clicks, video plays, etc. to drive product key metrics.
Extract meaningful data features using state-of-the-art methods.
Analyze the data, choose and experiment through different predictive models and ML algorithms as well as define hyperparameters search space/step wisely.
Train and analyze model performance, debug model parameters, review training/dev/test data, review ML setup e.g. loss function, some human-tunable hyperparameters, fix or change if necessary, do whatever it takes but resource-wise to continuously improve models.
Experiment with ideas and iterate systematically.
Elaborate important decision steps with team members using Mathematics and Statistics.
Always ensure good coding and ML strategy on every aspect, e.g. features selection, hyperparameters, evaluation metrics, error analysis, code performance, code maintainability, etc.
Proactively explore and experiment with algorithms, tools and technologies relevant to work.
Stay up-to-date with research papers relevant to our area, e.g. NLP, CNN, RNN, recommendation, classification, extreme classification, ad serving, etc.

Qualifications
2+ years experience as data scientist, or excellent academic result or previous job performance.
MSc or PhD in computer science or mathematics.
Solid understanding in calculus, linear algebra and statistical inference.
Solid understanding in algorithms and data structures
Especially those for dealing with big data e.g. locally-sensitivity hash, dimensional reduction, hyperloglog, etc.
Solid understanding in ML. (Understand mathematical proof behind at least 3 traditional ML algorithms and 1 deep neural network architecture)
Proficient in Python. Experience with numpy, pandas, and pyspark.
Experience with Apache Spark and MLflow.
Experience with data analytics platforms such as JupyterLab, Databricks, AWS Sagemaker Studio, or Google Colabs.
Experience working with Tensorflow, PyTorch, scikit-learn, Keras, Spark ML, or other popular data science tools / machine learning tools."
115,th.jobsdb.com/th/jobs/in-klongtoey/machine-learning-jobs/1?SalaryF=30000&SalaryT=70000&SalaryType=1&createdAt=30d,Data Scientist, & Colgate-Palmolive (Thailand) Limited & Klongtoey,4d ago," & Google Data Studio, Power BI, Python & Min 2 yr exp in Data Scientist, Data Visualization & Location Klongtoey, Not connect to BTS/MRT","Career LevelMiddleQualificationDegreeYears of Experience3 yearsJob TypeFull Time, PermanentJob FunctionsProfessional Services, Business Analysis / Data Analysis, Marketing / Public Relations, Others, Information Technology (IT), Data Scientist &&& IndustryFinancial ServicesBenefits & OthersDental insurance, Gratuity, Medical insurance, Performance bonus, Five-day work week, Flexible working hours","Job Description:
Analyze customer data base both internal and external to comprehend consumers’ behaviors including Persona Analytics
Analyze Banking Product and customer channel to form corporate strategy.
Create Statistical Data Model to forecast customer’ need for Product and service invention and set business requirement
Evaluate consumer finance and digital financing.
Bring the customer insights or marketing's ideas to turn to action. 
Use Power BI to develop team's performance tracking. 
Qualification:
Bachelor’s Degree or above in Computer Science, Statistics, MIS or related field.
Skilled in Statistical Management Tools and SQL/Python.
Experience in Data Analytics position is required.
Able to deal with Data Scientist on business related issues.
Experience in Tech Company is preferable.
Work Location: Kasikorn Bank Rat Burana"
116,th.jobsdb.com/th/jobs/in-pravet/machine-learning-jobs/1?SalaryF=30000&SalaryT=70000&SalaryType=1&createdAt=30d,"Data Scientist, Advanced Analytics", & PANDORA & Pravet,4d ago, & Identify valuable insights & in-depth business cases via data mangling & Advanced statistical analysis,"Career LevelEntry LevelQualificationDegreeYears of Experience3 yearsJob TypeFull TimeJob FunctionsInformation Technology (IT), MIS, Programming / Software Development, Data Scientist &&& IndustryFinancial ServicesBenefits & OthersDental insurance, Education allowance, Gratuity, Performance bonus, Work from home, Five-day work week, Flexible working hours","Responsibilities:
Develop and manage financial data foundation supporting bank financial analytics and managerial reports usages
Coordinate with various users in order to continuously enhance financial data foundation supporting bank financial analytics usages
Work with IT and Business to build end to end financial infra-structure/foundation in order to support management decision on demand
Engage in deep analyses to understand financial data and provide key summaries and recommendations to management
Provide financial requirements and guidelines in line with strategic/business direction
Work across units to ensure governance are put in place to enable oversight the end to end financial data management with quality
Well-manage strategic/BAU projects with teams to deliver quality work on plan
Qualifications:
Bachelor's degree or equivalent practical experience in Economic ,  DATA Science , MIS, Static or related fields
3-5 years of experience in banking industry, consulting/advisory, ERP implementation or similar
Advanced in spreadsheet software or analytical tools (i.e. Qliksense, SAS, SQL)
Analytical experience working with large volumes of complex data
Familiarity with RPA (Bot) or lean or automation process implementation
Problem solving and leadership skills, with ability to communicate with executives"
117,th.jobsdb.com/th/jobs/in-yannawa/machine-learning-jobs/1?SalaryF=30000&SalaryT=70000&SalaryType=1&createdAt=30d,IT - Data Scientist, & Bank of Ayudhya Public Company Limited (Ayudhya Capital Auto) & Yannawa,4d ago," & PL/SQL database and big data Concepts & Hadoop, Spark, Hive or Python & Senior Level","Career LevelMiddleQualificationDegreeYears of Experience5 yearsJob TypeFull TimeJob FunctionsInformation Technology (IT), Internet / SEO, UI / UX Designer &&& IndustryFinancial ServicesBenefits & OthersGratuity, Life insurance, Medical insurance, Performance bonus, Five-day work week, Flexible working hours","Data Analytics/Web Analytics Manager
Job Description:
Design Event Tracking framework.
Expert on methodology of collecting site interaction data using Google Tag Manager to send event tracking data to Google Analytics.
Expert knowledge and hands on experience in using GA, GTM, GA360, Google GTM/Tag management solutions (GA4 is a plus)
Experience providing end to end support and guidance during implementation (dev and prod environments)
Able to set-up Google Analytics best practice implementation and monitoring the data governance/Analytics documentation process
Expert understanding in Google Analytics custom variables (e.g. video tracking)
Expert knowledge in creating and configuring Google Analytics processing rules
Provide in-depth and insightful custom reports to communicate key metrics and findings
Advanced Google Analytics Master Report Suite
Experience in Google data sources
Proven history of implementing Analytics project for large organization
Qualifications:
Experience in Web Analytics or related field.
Experience using data analytic tools such as Google analytics, Google Cloud, Adobe analytics, BI tools, Data Management and other web and social media analytic tools.
Work Location : Ratburana Office"
118,th.jobsdb.com/th/jobs/in-huaykwang/machine-learning-jobs/1?SalaryF=30000&SalaryT=70000&SalaryType=1&createdAt=30d,Data Engineer (AI Team), & True Corporation Public Company Limited & Huaykwang,4d ago, & Data Engineer & AI Team & R&D,"QualificationDegreeYears of Experience5 yearsJob TypeFull TimeJob FunctionsBanking / Finance, Loan, Professional Services, Business Analysis / Data Analysis, E-commerce, Others &&& IndustryTrading and Distribution","Job Overview:
The LazPay Customer Care Data Analytics is responsible for providing LazPay customer insights including driving LazPay business growth. You will work closely with internal LazPay Customer Care team and other cross-functions to help identify business opportunities or solve business issues by using data driven solutions and delivering actionable analysis based on deep understanding of business needs and data availability.
Developing and maintaining data solutions e.g. data sets, reports, dashboards and forecasting model for LazPay Customer Care Department (with SQL, Excel and In-house tools), especially on payment-related topics.
Analyzing and interpreting large quantitative and qualitative data to recommend LazPay/business on the findings or improvements.
Composing analysis documents or presentations, and make the comprehensive explanation in business terms.
Building relationships and communications with Payment team and LazPay Customer Care team.
Having a critical understanding on business requirements and able to interpret the requirements to data solutions.
Organizing and prioritizing incoming workload to ensure that they are completed on time.
Recommending data solutions from the data point-of-view to solve payment issues or enhance payment operation.
Owning the quality of data solutions and maintaining their logics to meet with operational changes or system changes.
Qualifications:

Bachelor’s/Master’s degree, preferably in Business, Data Analytics, Computer Sci. or related field
4+ years of experience in Data Analytics, Business Intelligence, or related roles.
Experience in E-wallet, Open-Loop Mobile Payment, and/or loan is a plus
Able to think big and deliver initiatives from concept to execution
Strong data analysis skills (SQL, Excel, Business Intelligence tools e.g. power BI/QlikSense) with mastery in MS pack office (mainly PowerPoint and excel)
Detail oriented and having communication and negotiation and influencing ability to develop an argumentation and expose it to management
Communication skills, oral/written with fluency in Thai and English
Structured, Customer Centric mindset with ability to evolve in a fast-moving environment
Any data analytics certification is a plus"
119,th.jobsdb.com/th/jobs/in-bangrak/machine-learning-jobs/1?SalaryF=30000&SalaryT=70000&SalaryType=1&createdAt=30d,Data Scientist," & TD Tawandang Co., Ltd. & Bangrak",4d ago, & Data Insight & Data Scientist & Python and SQL & Retail Business,"Career LevelMiddleQualificationDegreeYears of Experience3 yearsJob TypeFull Time, PermanentCompany Websitehttp://www.zensorium.comJob FunctionsSciences, Lab, R&D, Biotechnology, Engineering, Electrical / Electronics, Research & Development (R&D) &&& IndustryInformation TechnologyBenefits & OthersDental insurance, Medical insurance, Performance bonus, Transportation allowance, Travel allowance","Job Description:
Design, develop and validate signal processing algorithms used in biomedical applications
Collaborate closely with analogue and digital electronics engineering and software developers in implementing robust signal processing algorithms
Collaborate closely with product development engineers to design, plan and conduct the engineering experiments, and analyze data statistically
Provide technical support to other group members
Generate detailed engineering requirements and specifications for the product
Collaborate with external partners to conduct activities supporting algorithm development such as field test study, clinical validation, regulatory consultation, etc
Mentor junior engineers on technical or scientific areas of expertise e.g. experimental design, data analysis, and scientific techniques
Requirements/Qualifications:
Master/Bachelor's Degree or above in Biomedical Engineering, Medical Engineering, Electronics or related field
Experience in developing signal processing algorithm
Experience in numerical computing environment such as MATLAB, Scilab, etc
Experience in PPG technology is an advantage
Experience in statistical analysis of large data records is an advantage
Ability to work independently with minimum supervision
Team player with good initiative and good analytical skills
Good communication skills in both Thai and English (verbal and written)"
120,th.jobsdb.com/th/jobs/in-bangkok/machine-learning-jobs/1?SalaryF=30000&SalaryT=70000&SalaryType=1&createdAt=30d,Data Engineer, & PRTR & Bangkok,2d ago, & 2+ Yrs End-to-End Data Processing Framework & International FinTech Start-Up & Monday-Friday (WFH-4 Days/Week),"QualificationDegreeYears of Experience1 yearJob TypeFull TimeJob FunctionsBanking / Finance, Others, Information Technology (IT), Others, Risk Management &&& IndustryFinancial ServicesBenefits & OthersDental insurance, Education allowance, Life insurance, Medical insurance, Performance bonus, Work from home, Five-day work week, Flexible working hours","Job Descriptions
Analyze and formulate business problems into practical analytics solutions
Manage to have all necessary data available timely
Design model validation and model maintenance based on Analytics Modeling Process Framework
Develop analytics models and solutions by using predictive analytics, statistics, optimization, machine learning, optimal sampling, experimental design and/or other techniques
Research on new cutting-edge technology & techniques in Deep Machine Learning, Artificial Intelligence, Re-inforcement Learning or related technical fields
Work closely with business teams and IT solution architecture team to ensure delivering practical analytics solutions on time
Deliver clear and actionable recommendations to all stakeholder
Qualifications
Bachelor Degree or Above in quantitative fields such as Data Science/Analytics, AI, Engineering, Operations Research, Computer Science/Engineering, Statistics, Mathematics, or related fields.
Experienced in Analytics Model coding using Python / R / SQL / Scala / Java / C# / C++
Sound Knowledge in Data Science and Analytics models (Machine Learning, Statistics, Optimization, etc.)
Demonstrate a keen interest in working with big data platform
Positive attitude and Team-working mindset
Understanding in banking/financial business would be advantage
Both experienced and new graduate candidate will be considered"
121,th.jobsdb.com/th/jobs/in-bangkok/machine-learning-jobs/1?SalaryF=30000&SalaryT=70000&SalaryType=1&createdAt=30d,Back-end Python Developer," & SMART BITS GAMES CO., LTD. & Bangkok",2d ago," & Develop back office and back-end systems & Experienced with Python and Django & 5 days work week, bonus, work from home","Career LevelMiddleQualificationMasterYears of Experience5 yearsJob TypeFull Time, PermanentCompany Websitehttp://www.scb.co.thJob FunctionsInformation Technology (IT), IT Consulting, Data Scientist &&& IndustryFinancial Services","Job Summary

The Data Governance and Policy Specialist is a self-driven and innovative individual with the ability to engage across multiple stakeholders and apply a wide range of experience in data, technology, risk, and controls disciplines to champion the enterprise data governance implementation at SCB.
Responsibilities
Operate Data Governance according to defined framework, policy, and standards for bank-wide including data privacy control, data access, data usage, data classification, data lifecycle management, cross-border transfer, data exchange with third-party partners
Govern data sharing activities in new data initiatives, new product/service with subsidiaries, monoline, Joint Venture, business partnerships including ongoing tracking and periodic review
Enable data sharing within legal, compliance, data privacy, market conduct and IT security regulations by working closely with senior management and related teams to define strategy, use cases and search for solutions to allow responsible usage
Perform a review and advise on data sharing to third parties in relation to approval protocol, data usage conditions, as well as data minimization practice
Maintain and operate SCB Data Lake RBAC, Non-RBAC and access management including RBAC matrix maintenance and access request
Drive awareness of data governance through training programs and communications rollout
Collaborate with DataX (Centralized Data Hub)     
Qualification
Bachelor’s or master’s degree in business administration, information systems, computer science, information technology or related discipline.
Track record of data management, data protection or business-driven data governance practices implementation.
Experience in writing or working with various documents such as policy, standard, procedure, and guideline.
Ability to work on cross-functional units with excellent verbal & written communication skills"
122,th.jobsdb.com/th/jobs/in-huaykwang/machine-learning-jobs/1?SalaryF=30000&SalaryT=70000&SalaryType=1&createdAt=30d,Machine Learning Engineer/วิศวกรด้านแมชชีนเลิร์นนิง," & AIGEN CO., LTD. & Huaykwang",2d ago," & Machine/deep learning & Bachelor Degree. Experience in NLP, machine vision & Flexible hrs., WFH, Health Insurance","Career LevelEntry LevelQualificationDegreeYears of Experience3 yearsJob TypeFull Time, PermanentCompany Websitehttps://www.bizcuitsolution.com/Job FunctionsProfessional Services, Business Analysis / Data Analysis, Marketing / Public Relations, Market Research, Information Technology (IT), Data Scientist &&& IndustryInformation TechnologyBenefits & OthersDental insurance, Medical insurance, Overtime pay, Performance bonus, Travel allowance, Work from home, Five-day work week, Flexible working hours","Bizcuit prides itself on immense understand towards analytic discipline. This dates back to our preceding journey as At Vantage, one of leading local marketing research firms in Thailand. Today, we are relying on our backbone strength in business mind to work in tandem with the latest technology in data analytics to turn business insight into business action.
Senior Data Analyst 

Responsibilities
Perform the analysis and business recommendation towards business problems and objectives upon receiving requirement from client on Data Analytics projects
Acquisition of powerful insight and being able to convey the finding effectively will be the primary performance indicators.
Based on analyzed data and secondary business knowledge, act as lead in crafting up insightful business recommendations for clients.
Design dashboard to represent analysis results with ability to drill-down and change scope of data dynamically.
Draft up the design of and perform data analytic workflow with appropriate methodology and data flow design, which is to be confirmed with Lead Consultant. Deliver insight presentation to client - usually to the working unit in order to fine-tune result before final presentation is to be made with management. Deliver insight presentation to client - usually to the working unit in order to fine-tune result before final presentation is to be made with management.
Understand the complex sets of the client’s data and design which information to be gathered
Integrated data from existing many sources both internal sources, external sources, and third-party for exploratory and powerful analysis
Transform and aggregate existing data to be prompted for developing dashboards and analytic reports corresponding to the business objectives
Deliver insight presentation to client - usually to the working unit in order to fine-tune result before final presentation is to be made with management.
Brainstorm (both as participating and leading) within the team to ideate and empower the best solution to improve the client's business.
Qualification
3 years+ work experience in the field of Data Analytic or Data-driven Business Analyst.
At least intermediate technical skill in Data Analytics (full-stack): from using Power BI; Database language such as SQL; Cloud-based Data Management on Azure; Data Preparation such as DBT or Python Programming.
Good knowledge in Marketing and Business
Strong in analytical skill, logical thinking, creative thinking, and presentation skills
Able to work on multiple projects simultaneously, but at the same time willing to accommodate dynamic change from clients’ business environment.
Determined and enthusiastic with excellent customer focus Strong presentation skills on verbal presentation, visualization, and document creation. Strong presentation skills on verbal presentation, visualization, and document creation.
Background on Big Data and Cloud (AWS and Azure) technology is a big plus.
Strong presentation skills on verbal presentation, visualization, and document creation.
Able to work on multiple projects simultaneously, but at the same time willing to accommodate dynamic change from clients’ business environment.
Benefit Expectation
Senior 40,000 – 60,000 THB
Please send your CV along with contact information to us and we shall contact you back as soon as possible."
123,th.jobsdb.com/th/jobs/in-phayathai/machine-learning-jobs/1?SalaryF=30000&SalaryT=70000&SalaryType=1&createdAt=30d,Machine Learning Engineer, & บริษัท แอดวานซ์ อินโฟร์ เซอร์วิส จำกัด (มหาชน) & Phayathai,4d ago, & Convert models towards production environment & Manage ML operations & infrastructure & Location: BTS Ari-Saphan Khwai,"Career LevelEntry LevelQualificationDegreeYears of Experience1 yearJob TypePermanentCompany Websitehttp://www.ais.co.thJob FunctionsMarketing / Public Relations, Marketing Communication, Copy-writing, PR General &&& IndustryTelecommunicationBenefits & OthersDental insurance, Life insurance, Medical insurance, Performance bonus, Five-day work week","หน้าที่ความรับผิดชอบ
วางแผนและ Execute กลยุทธ์ประชาสัมพันธ์ โดยประสานงานกับหน่วยงานภายในและภายนอก เพื่อสร้างแคมเปญประชาสัมพันธ์ อย่างสอดคล้องกับ Business และ Corporate  Direction
จัดเตรียมข่าวประชาสัมพันธ์และข้อมูลของบริษัท ตลอดจนจัดเตรียมข้อมูลต่างๆ ที่น่าสนใจเพื่อใช้ในการประชาสัมพันธ์ 
สนับสนุนการทำงานด้าน Media management ในการบริหารและสร้างความสัมพันธ์อันดีกับสื่อมวลชน ทั้ง Online และ Offline
ประสานงานกับฝ่ายที่เกี่ยวข้องเพื่อร่วมสร้างสรรค์ Content
มีทักษะในการเขียนและตรวจคำผิดระดับดีมาก 
คุณสมบัติ
ปริญญาตรีสาขามนุษศาสตร์, สังคมศาสตร์, นิเทศศาสตร์, อักษรศาสตร์, วารสารศาสตร์ หรือสาขาอื่นๆที่เกี่ยวข้อง
มีทักษะในการเขียนข่าว, ใช้Social Network และมีความชำนาญในการใข้โปรแกรม Excel และ Photoshop
สามารถเขียนบทความและเรียบเรียงเนื้อหาได้เป็นอย่างดี
มีมนุษยสัมพันธ์ดี"
124,th.jobsdb.com/th/jobs/in-bangkok/machine-learning-jobs/1?SalaryF=30000&SalaryT=70000&SalaryType=1&createdAt=30d,Back-end Python Developer," & SMART BITS GAMES CO., LTD. & Bangkok",2d ago," & Develop back office and back-end systems & Experienced with Python and Django & 5 days work week, bonus, work from home","Career LevelMiddleQualificationMasterYears of Experience5 yearsJob TypeFull Time, PermanentCompany Websitehttp://www.scb.co.thJob FunctionsInformation Technology (IT), IT Consulting, Data Scientist &&& IndustryFinancial Services","Job Summary

The Data Governance and Policy Specialist is a self-driven and innovative individual with the ability to engage across multiple stakeholders and apply a wide range of experience in data, technology, risk, and controls disciplines to champion the enterprise data governance implementation at SCB.
Responsibilities
Operate Data Governance according to defined framework, policy, and standards for bank-wide including data privacy control, data access, data usage, data classification, data lifecycle management, cross-border transfer, data exchange with third-party partners
Govern data sharing activities in new data initiatives, new product/service with subsidiaries, monoline, Joint Venture, business partnerships including ongoing tracking and periodic review
Enable data sharing within legal, compliance, data privacy, market conduct and IT security regulations by working closely with senior management and related teams to define strategy, use cases and search for solutions to allow responsible usage
Perform a review and advise on data sharing to third parties in relation to approval protocol, data usage conditions, as well as data minimization practice
Maintain and operate SCB Data Lake RBAC, Non-RBAC and access management including RBAC matrix maintenance and access request
Drive awareness of data governance through training programs and communications rollout
Collaborate with DataX (Centralized Data Hub)     
Qualification
Bachelor’s or master’s degree in business administration, information systems, computer science, information technology or related discipline.
Track record of data management, data protection or business-driven data governance practices implementation.
Experience in writing or working with various documents such as policy, standard, procedure, and guideline.
Ability to work on cross-functional units with excellent verbal & written communication skills"
