,link,title,premise,post_time,highlight,information,detail
215,th.jobsdb.com/th/jobs/in-bangkok/machine-learning-jobs/1?SalaryF=30000&SalaryT=70000&SalaryType=1&createdAt=30d,Back-end Python Developer," & SMART BITS GAMES CO., LTD. & Bangkok",1d ago," & Develop back office and back-end systems & Experienced with Python and Django & 5 days work week, bonus, work from home","Career LevelMiddleQualificationDegreeYears of Experience4 yearsJob TypeFull Time, PermanentCompany Websitehttp://www.truecorp.co.thJob FunctionsInformation Technology (IT), UI / UX Designer, Data Scientist &&& IndustryTelecommunicationBenefits & OthersDental insurance, Free shuttle bus, Life insurance, Medical insurance, Performance bonus, Five-day work week","Job Description
หน้าที่รับผิดชอบโดยสังเขป:
1.สร้าง BI และ Dashboard จากความต้องการการวิเคราะห์ข้อมูลทางธุรกิจ
2.ประสานงานกับผู้ใช้งานเพื่อตรวจสอบข้อมูลให้ถูกต้องและปรับการใช้งาน
3.สร้างและรักษาฐานข้อมูล
4.จัดการฐานโครงการด้วยวิธี Agile กับทางทีม
5.สามารถออกแบบและสร้างชิ้นงานที่จำเป็นสำหรับพัฒนา Web และ Mobile(iOS, Android) Application ได้
6.มีทักษะและมุมมองที่ช่วยออกแบบและปรับปรุงการใช้งานเว็บไซต์ โดยคำนึงถึงความต้องการและความสะดวกในการใช้งานของลูกค้าเป็นหลัก  
7.สามารถสื่อสารแนวคิดและเหตุผลการออกแบบปรับปรุง ให้ผู้มีส่วนเกี่ยวข้องได้อย่างมีประสิทธิภาพ
8.สามารถ สร้าง wireframes, storyboards, user flows, process flows และ site maps เพื่อสื่อสารแนวคิดการออกแบบได้อย่างมีประสิทธิภาพ  
9.ประเมินความคิดเห็นของลูกค้า และนำมาปรับปรุงแก้ไขได้
10.มีความเข้าใจเกี่ยวกับการทำงานของ Web และ Mobile Application
11.มีความเข้าใจเกี่ยวกับการออกแบบ responsive

 •คุณสมบัติผู้สมัครงาน :
1.จบการศึกษาระกับปริญญาตรีในสาขาเทคโนโลยีสารสนเทศ วิทยาศาสตร์คอมพิวเตอร์ หรือสาขาใดก็ตามที่เกี่ยวข้อง
2.มีประสบการณ์ในด้านการพัฒนาระบบข้อมูลอย่างน้อย 2 ปีจะพิจารณาเป็นพิเศษ
3.มีทักษะเกี่ยวกับการออกแบบฐานข้อมูล
4.ประสบการณ์ด้าน Excel, SQL, PowerBI, Tableau
5.ชำนาญด้านภาษา Query
6.ความรู้เกี่ยวกับทักษะทางธุรกิจ คณิตและพื้นฐานทางสถิติ"
216,th.jobsdb.com/th/jobs/in-bangkok/machine-learning-jobs/1?SalaryF=30000&SalaryT=70000&SalaryType=1&createdAt=30d,Machine Learning Engineer (Officer-Senior Officer) - Credit Risk Model (True Money)," & Ascend Group Co., Ltd. & Bangkok",1d ago, & Hybrid Working & Flexible Hours & Good Location,"Career LevelEntry LevelQualificationDegreeYears of Experience5 yearsJob TypeFull Time, PermanentCompany Websitehttp://www.ais.co.thJob FunctionsInformation Technology (IT), IT Auditing, Programming / Software Development, Data Scientist &&& IndustryTelecommunicationBenefits & OthersLife insurance, Medical insurance, Overtime pay, Performance bonus, Five-day work week","Job Responsibilities:
Operating and support internal audit strategies in IT and Engineering process
Due to professional internal audit standards for work with corporate stakeholders (auditee)
Gather information and analyze data related to audit plan using any techniques
Analyze risks and sufficiency of the internal control system in the organization’s operations
Presenting and writing the summary issue in the report and the data visualization
Qualifications:
Bachelor or higher in Computer Engineering/Computer Science/IT or any related field
Experience at least 3-5 years in Information Security, IT Audit, Engineering or related field
Good understand of technical knowledge both IT and engineering
Good developing of SQL command, Visual C+, Python, and programming techniques
Experience in data visualization tools such as PowerBI, SAS Viya, Tableau etc.
Professional certificate of CISA (Certified Information Systems Auditor) or related certificates are advantage
Good command in English and Computer literacy
For more information, please contact Pornvipa Tel 02-029-5967"
217,th.jobsdb.com/th/jobs/in-klongtoey/machine-learning-jobs/1?SalaryF=30000&SalaryT=70000&SalaryType=1&createdAt=30d,Data Engineer, & Cloud Ace Ltd. & Klongtoey,22h ago," & 5 days working, Work From Home & Good in English conversation and writing & Fresh graduate is welcome","QualificationDegreeYears of Experience3 yearsJob TypeFull TimeJob FunctionsBanking / Finance, Others, Risk Management &&& IndustryFinancial Services","Job Description:
Establish and govern an enterprise data governance implementation roadmap including strategic priorities for development of information-based capabilities
Roll out an enterprise wide data governance framework, with a focus on improvement of data quality and the protection of sensitive data through modifications to organization behavior policies and standards, principles, governance metrics, processes, related tools and data architecture
Develop standards, policies and procedures to support the creation and provide technical assurance for the on-going implementation of the data governance policy within the business
Lead and develop teams to ensure data governance policies and practices are embedded throughout the company
Define roles and responsibilities related to data governance and ensure clear accountability for stewardship of the company’s principal information assets
Define indicators of performance and quality metrics and ensure compliance with data related policies, standards, roles and responsibilities, and adoption requirements
Qualifications:
Postgraduate and Higher Degree in Computer Science, Information Technology or other relevant fields
At least 3 years of experience in a senior management role, within an information or data governance setting
Excellent writing skills, with the ability to create clear requirements, specifications and documentation
Strong communication ability to interact with both business stakeholders and technical teams, speaking the right language to each and communicating at the appropriate level of detail
Understand the concepts of data governance, being an advocate for the implementation and continuous application of governance principles and processes"
218,th.jobsdb.com/th/jobs/in-pravet/machine-learning-jobs/1?SalaryF=30000&SalaryT=70000&SalaryType=1&createdAt=30d,"Machine Learning Engineer, Advanced Analytics", & PANDORA & Pravet,3d ago," & understanding of business problems and tackling & Predictive modelling, forecasting trend & Optimization techniques to support","Career LevelEntry LevelQualificationDegreeYears of Experience2 yearsJob TypeFull Time, PermanentCompany Websitehttp://www.thaire.co.thJob FunctionsInformation Technology (IT), Data Scientist &&& IndustryInsurance/Pension FundingBenefits & OthersDental insurance, Education allowance, Life insurance, Medical insurance, Five-day work week, Flexible working hours","Responsibilities:
Interpret data, analyze results using statistical techniques and provide ongoing reports
Develop and implement databases, data collection systems, data analytics and other strategies that optimize statistical efficiency and quality
Acquire data from primary or secondary data sources and maintain databases/data systems
Identify, analyze, and interpret trends or patterns in complex data sets
Filter and “clean” data by reviewing computer reports, printouts, and performance indicators to locate and correct code problems
Create and design the insightful dashboards and visualization both automated and static for Business to utilize
Create data tools for analytics and data scientist that assist them in building and optimizing the data product
Support request for Adhoc data
Conduct unit testing, integration testing, and troubleshooting
Qualifications:
Bachelor’s Degree in Computer Science, Computer Engineering or related field.
Proven working experience as a Data Analyst
Technical expertise regarding data models, database design development, data mining and segmentation techniques
Strong knowledge of and experience with reporting packages (Tableau etc), databases (MSSQL etc), programming (Python, or ETL frameworks)
Knowledge of statistics and experience using statistical packages for analyzing datasets (Excel,  Python etc)
Strong analytical skills with the ability to collect, organize, analyze, and disseminate significant amounts of information with attention to detail and accuracy
Adept at queries, report writing and presenting findings
High commitment and responsibility"
219,th.jobsdb.com/th/jobs/in-sathorn/machine-learning-jobs/1?SalaryF=30000&SalaryT=70000&SalaryType=1&createdAt=30d,Data Scientist, & Land and Houses Bank Public Company Limited & Sathorn,2d ago," & machine learning algorithms, optimization models & visualization, data preparation, discritization & predictive models","Career LevelEntry LevelQualificationDegreeYears of Experience3 yearsJob TypeFull Time, PermanentJob FunctionsInformation Technology (IT), Application Specialist - Software, Programming / Software Development, Data Scientist &&& IndustryInformation TechnologyBenefits & OthersDental insurance, Work from home, Five-day work week, Flexible working hours","Responsibilities
Understand business requirements into technical requirements that the system analysts
Provide technical expertise for the design, modeling, and implementation of clients.
Build big data and data platforms (data Warehouse, ETL pipelines, data Lake, etc.)
Maintain an optimal data pipeline.
Qualifications
At least 3-5 years of work experience as Data Engineer or related
Good understanding of distributed system.
Experience building real-world data pipelines
Strong scripting and programming skills such as Python, SQL etc.
Knowledge in using databases eg. MSSQL, Oracle, Vertica, PostgreSQL, etc.
Knowledge in one of the following: Hadoop & Hive, Kafka, Apache Spark, Airflow or related technology
Knowledge in Linux commands."
220,th.jobsdb.com/th/jobs/in-pathumwan/machine-learning-jobs/1?SalaryF=30000&SalaryT=70000&SalaryType=1&createdAt=30d,Data Scientist, & LINE Company (Thailand) Limited & Pathumwan,3d ago, & 5+ years of machine learning & data scientist exp. & Experience with the Hadoop ecosystem & Strong SQL skills,"QualificationDegreeJob TypeFull Time, ContractCompany Websitehttp://www.pttep.comJob FunctionsInformation Technology (IT), DBA, Others &&& IndustryPetroleumBenefits & OthersDental insurance, Life insurance, Medical insurance, Overtime pay, Performance bonus, Work from home, Five-day work week, Flexible working hours","Job Purpose
Senior Data Management Officer  is required to develop digital signature, content and data management standard, guideline, and practices as well as requirement for data collection, delivery, and use of data together with associated systems to serve company strategy and external trends. The job holder also needs to identify for key content and data required to run projects as well as manage and update overall data catalog for key business.
Key Accountabilities
Develop standards, practices, and requirement for digital signature, content and data management as well as ensure consistent compliance of all implementation
Develop existing and future requirement for use of digital signature, content and data management system to meet data need to serve company strategy and external trends
Develop a strategic and tactical plan in alignment with current and future business requirement on data management
Identify the key data required to run the projects as well as define key issues and recommendations to solve the problems
Facilitate data council to provide guidelines and recommendation on business requirements, practice, and compliance
Key Accountabilities (Cont.)
Communicate standards and practices regarding data management to relevant stakeholders, and monitor all implementation to ensure efficiency
Define, manage, and update overall data catalog as well as collate data definition, sources, and owners for key data required for the business
Provide information to business users as required
Professional Knowledge & Experiences
Bachelor’s Degree in computer science, statistics, or operations research or related technical discipline
10 years or more experience in Data Governance
Experience in working with digital signature, content and data management related to data architecture, integration, classification, strategy, quality management, security and privacy standards
Understand industry processes and uses of data throughout the lifecycle in the functions/data domains
Knowledge of industry and ability to translate business needs into data"
221,th.jobsdb.com/th/jobs/in-bangrak/machine-learning-jobs/1?SalaryF=30000&SalaryT=70000&SalaryType=1&createdAt=30d,Data Engineer, & Accenture Thailand & Bangrak,22h ago," & SQL, Databricks, Data Warehouse, Apache Spark & Data integration, transformation, migration & Competitive Salary and Benefits","Job TypeFull Time, PermanentCompany Websitehttp://www.bangkokbank.comJob FunctionsBanking / Finance, Others &&& IndustryFinancial Services","หน้าที่ความรับผิดชอบ:
วิเคราะห์ข้อมูลการใช้บริการของช่องทาง Digital Banking ตลอดจนข้อมูลอื่นๆที่เกี่ยวข้องจากทั้งภายในและภายนอกธนาคาร ติดตามทำความเข้าใจพฤติกรรม แนวโน้มการใช้บริการ และความต้องการของลูกค้า เพื่อนำมาพัฒนาการให้บริการช่องทางดิจิทลและการสร้างแคมเปญใหม่ให้ตรงกลุ่มเป้าหมาย
รวบรวมข้อมูลจากฐานข้อมูลที่มีในปัจจุบัน วิเคราะห์และจัดทำรายงาน เพื่อใช้ประกอบการวางแผนกลยุทธ์ช่องทาง Digital Banking รวมทั้งประกอบการกำหนดทิศทางการจัดทำการแผนการตลาด ให้สามารถเข้าถึงและตอบสนองความต้องการของลูกค้าได้อย่างมีประสิทธิภาพ
พัฒนาระบบฐานข้อมูลช่องทาง Digital Banking ให้สามารถตอบสนองความต้องการในการใช้ข้อมูลได้ครบถ้วน และปรับปรุงข้อมูลในฐานข้อมูล ให้มีความถูกต้อง ครบถ้วน และ เป็นปัจจุบัน
จัดทำรายงานติดตามความคืบหน้าของการดำเนินการของช่องทาง Digital Banking เทียบกับเป้าหมาย ทั้งรายวัน/รายเดือน/รายไตรมาส/รายปี หรือรายงานที่เกี่ยวข้อง รวมทั้งระบุปัจจัยที่มีผลต่อการดำเนินงาน และนำเสนอแนวทางการแก้ไขได้
ปฏิบัติงานร่วมกับทีมพัฒนาช่องทาง Digital Banking และทีมการตลาด เพื่อจัดทำข้อมูล ข้อเสนอแนะตามแนวโน้มที่เกิดขึ้นใหม่ เพื่อขยายโอกาสทางธุรกิจ
คุณสมบัติ:
ปริญญาโท สาขาบริหารธุรกิจ สาขากลยุทธ์ / สถิติ หรือสาขาอื่นที่เกี่ยวข้อง
 มีประสบการณ์ทำงาน 5  ปีขึ้นไปในวิเคราะห์ข้อมูลด้วย BI Tools และ Tableau โดยนำมาวิเคราะห์พฤติกรรมลูกค้า เพื่อจัดทำแคมเปญใหม่ๆ จนถึงติดตามผลตอบรับเพื่อวิเคราะห์ตลาดและคู่แข่งต่อไป
 สามารถวิเคราะห์เป้าหมายของธุรกิจ ศึกษาความเป็นไปได้ในการลงทุน โดยนำ Marketing Technology/Financial Investment / Financial Model มาช่วยในการวิเคราะห์
มีทักษะการวิเคราะห์และกรอบความคิดในเชิงการวิเคราะห์ข้อมูลได้ดี สนใจด้านเทคโนโลยีใหม่ๆ สามารถใช้โปรแกรมวิเคราะห์และโปรแกรมสถิติได้หลากหลาย
สถานที่ปฏิบัติงาน: สำนักงานใหญ่สีลม
สามารถสอบถามข้อมูลเพิ่มเติมได้ที่ คุณดวงกมล เบอร์ 063-2124381"
222,th.jobsdb.com/th/jobs/in-bangkok/machine-learning-jobs/1?SalaryF=30000&SalaryT=70000&SalaryType=1&createdAt=30d,Data Scientist (Officer-Senior Officer)  Credit Risk Modle - True Money," & Ascend Group Co., Ltd. & Bangkok",1d ago, & Hybrid Working & Flexible Hours & Good Location,"Career LevelEntry LevelQualificationDegreeYears of ExperienceN/AJob TypePermanentCompany Websitehttp://www.nokair.comJob FunctionsTransportation & Logistics, Aviation Services &&& IndustryMass Transportation","• Perform Flight Data Management (Standards Operating Procedure);
• Monitor Flight Occurrence Statistics and Trend report of turboprop Aircraft and report to coporate safety manager once a week;
• Collect and record flight occurrence data of turboprop Aircraft of every month, every 6 Month and every year.
• Analyse data and predict FDAP Trend;
• Verify and provide flight data record to pilots of a specific flight and FDAP Manager promptly;
• Present corrective action plan analysis result of FDAP data to FDAP Manager;
• Record and provide minute of FDAP (Flight Data Analysis Program) COMMITTEE Meeting;
• Assist FDAP Manager in representing safety systems and drivers the FDAP program forward;
• Perform other duties as required by superior.

Qualifications
• Bachelor’s degree in Aviation, engineering or related field
• More than 3 years operational knowledge and experience in the functions of an aviation organization
• Ability to write, speak, and read fluently in English and Thai
• Good analytical, presentation and management skills
• Good in Computer e.g. Microsoft Office
• Basic Knowledge of Airlines Safety
• Ability to read and understand flight data analysis program would be advantage"
223,th.jobsdb.com/th/jobs/in-jatuchak/machine-learning-jobs/1?SalaryF=30000&SalaryT=70000&SalaryType=1&createdAt=30d,Data Scientist & AI Lead / Data Scientist, & VISAI AI Company Limited & Jatuchak,1d ago, & Strong data science knowledge and experience & Data problem formulation & Coaching and teaching skills,"Career LevelMiddleQualificationDegreeYears of Experience2 yearsJob TypeFull TimeCompany Websitehttp://www.ais.co.thJob FunctionsInformation Technology (IT), DBA, MIS, Data Scientist &&& IndustryTelecommunicationBenefits & OthersDental insurance, Life insurance, Medical insurance, Performance bonus, Five-day work week","Job overview:
Using data to help solve business problems by identifying various facts, trends, problems and propose solutions to make better strategic business decisions. Preparing descriptive analytics examines what happened in the past to spot trends. Also preparing diagnostic analytics considers why something happened by comparing descriptive data sets to identify dependencies and patterns to determine the cause of a positive or negative outcome

Responsibilities:
Data Cleaning and Preparation - Need to retrieve data from one or more sources and prepare the data so it is ready for numerical and categorical analysis. Data cleaning also involves handling missing and inconsistent data that may affect your analysis.
Data Analysis and Exploration - Take a business question or need and turn it into a data question. Then, transform and analyze data to extract an answer to that question. Moreover, find interesting trends or relationships in the data that could bring value to a business.
Creating Data Visualizations and Communication - Produce reports or build dashboards on your findings and communicate to business stakeholders and managements.
Knowledge:
Statistical Knowledge
Mathematical Ability
Programming languages, such as SQL, Python
Analytic tools such as Tableau, Power BI
TeraData , Big data Hadoop Tech, Cloud Tech
Qualifications:
Bachelor Degrees in MIS, Business, Economic, Computer Science or related field
At least 5 year of experience with Data Analysis
Experienced in designing and architecting BI / Data Analytics Solutions is preferred"
224,th.jobsdb.com/th/jobs/in-klongtoey/machine-learning-jobs/1?SalaryF=30000&SalaryT=70000&SalaryType=1&createdAt=30d,DATA SCIENTIST, & Vinarco Services (Thailand) Limited & Klongtoey,2d ago," & Data sources and data gathering techniques & SQL, Python, R, Matlab, PowerBI, Spotfire & Machine learning, cloud computing and big data","Career LevelMiddleQualificationDegreeJob TypeFull Time, PermanentCompany Websitehttp://www.jaspalgroup.comJob FunctionsInformation Technology (IT), DBA, MIS, E-commerce, Product Management / Business Analyst &&& IndustryClothing/Garment/TextileBenefits & OthersFree shuttle bus, Medical insurance, Performance bonus, Five-day work week","Purpose for Position:
Understands business requirements, run through data analytics, and translates them into high quality reporting/visualization and processes optimization to support business decision making
 Job Responsibilities:
Work with stakeholders to define and plan their data and reporting requirements, and to assist in creating organization wide reporting and decision making processes to enhance the business operation in creating forecasts and respective inventory levels with the ability to make adjustments to forecasts based on changes in demand and market trends to sell the right range of products to deliver sales and profit, whilst managing stock levels in line with targets
Identify opportunities to improve internal processes by providing valuable insights
Design, develop, and maintain Business Intelligence platforms, presenting insights through data visualization
Monitor data and metrics results, be able to investigate in case of data abnormality and do analysis, deep drive and find out the root causes.
Qualifications and Experience:
Bachelor Degree in Computer Science, Statistics or IT related fields
Strong knowledge of programming and experience working with data models, database design development and data mining
In-depth understanding of database management systems, online analytical processing (OLAP), SQL Server Analysis Service (SSAS), SQL Server Integration Services (SSIS) and ETL (Extract, transform, load) framework
Knowledge in Python
Expert Excel user: able to understand and build complex spreadsheets
Experience in Business Intelligence tools (PowerBI) and Proficiency in Data Visualization tools is a plus
Excellent problem-solving skills including the ability to analyze and resolve complex problems
Excellent communication and comprehension skills: confident communicating with people of differing levels of seniority, analytical expertise and understanding of the business
Solid business sense
Good team-player
Attitude  We are looking for someone who:
 Is curious
 Is proactive
 Loves data analysis
 Willing to do with passions
 Has no hesitation to speak up
 The right person should also display a high level of integrity as this position  will work with confidential and sensitive information"
225,th.jobsdb.com/th/jobs/in-klongtoey/machine-learning-jobs/1?SalaryF=30000&SalaryT=70000&SalaryType=1&createdAt=30d,Data Scientist & Data Engineer, & JAC Recruitment Thailand & Klongtoey,1d ago," & SQL query & Data model for Power BI & Salary : 50,000 THB","Career LevelEntry LevelQualificationDegreeYears of Experience3 yearsJob TypeFull Time, PermanentCompany Websitehttps://www.ctc-g.co.th/Job FunctionsInformation Technology (IT), Programming / Software Development, Application Specialist - Network &&& IndustryInformation TechnologyBenefits & OthersLife insurance, Medical insurance, Overtime pay, Performance bonus, Travel allowance, Five-day work week","Responsibilities:
Assist and drive Technical services of RPA (Robotic Process Automation) engagements.
Analyze business processes, identify automation opportunities, and assess automation feasibility.
Designing the technical options of the process to be automated.
Transform business requirements to optimum RPA approaches and complying with department and product.
Driving the adoption of best practices around coding, design, quality, and performance.
Continuously discovering, evaluating, and helping in the implementation of new and emerging technologies to help maximize product development efficiency.
Qualification:

Bachelor’s Degree in Computer Engineering, Computer Science, Information Technology or a related field.
Has knowledge in any programming languages/framework is advantage.
Experience with RPA development is advantage.
Good interpersonal skill, Mature, Hard Working, Self Initiative, Enthusiastic and Service minded.
Able to communicate in English. (Basic English Skill in Speaking and Writing )
Benefits:
5 working days/week
10 days annual paid leave.
Health insurance
Life insurance
Provident fund
Annual Party
Annual Health Check
Annual Bonus
Near MRT. Queen Sirikit"
226,th.jobsdb.com/th/jobs/in-jatuchak/machine-learning-jobs/1?SalaryF=30000&SalaryT=70000&SalaryType=1&createdAt=30d,Data Engineer (Junior/Senior), & MFEC Public Company Limited & Jatuchak,23h ago, & Data Pipeline Framework & Knowledge in Data structure and Data warehouse & Competitive salary with high benefits,"Career LevelEntry LevelQualificationDegreeYears of Experience1 yearJob TypeFull Time, PermanentCompany Websitehttp://www.mfec.co.thJob FunctionsInformation Technology (IT), Application Specialist - Software &&& IndustryInformation TechnologyBenefits & OthersDental insurance, Life insurance, Medical insurance, Overtime pay, Performance bonus, Five-day work week, Flexible working hours","We are looking for people with diverse range of talents and skills to join our professional teamwork. Be part of our organization and you can collaborate with innovative and enthusiastic minds while moving forwards with opportunities and success in your career.
What we want?
Define, design, transition and continually improve the ServiceNow platform
Provide guidance to the development processes and procedures, ensuring integration across a best practice framework ITIL v3 (2011) lifecycle
Implement the vision for continuous improvement of services with an emphasis on proactive planning, promoting a consumer focused support culture, and improving the accountability of delivering effective and efficient services
Who are we looking for?
A member of the Professional Services team.
Frequent travel is required to meet with customers.
Responsible for proactively maintaining knowledge and technical capability.
Ability to troubleshoot and communicate in English with vendor support team.
Accountable for reaching personal objectives to include ensuring feasibility of all solutions.
 
MFEC OKR:- As MFEC People, you will be a part of our talent team. Besides your main responsibilities, you do have special projects as part of OKR. However, the percentages will be different according to the positions and teams.
Location :
Head Office : Chatuchak, SJ Infinite One Business Complex"
227,th.jobsdb.com/th/jobs/in-klongtoey/machine-learning-jobs/1?SalaryF=30000&SalaryT=70000&SalaryType=1&createdAt=30d,Data Scientist, & Colgate-Palmolive (Thailand) Limited & Klongtoey,2d ago," & Google Data Studio, Power BI, Python & Min 2 yr exp in Data Scientist, Data Visualization & Location Klongtoey, Not connect to BTS/MRT","Career LevelMiddleQualificationDegreeYears of Experience3 yearsJob TypeFull Time, PermanentCompany Websitehttp://talentvis.com/Job FunctionsInformation Technology (IT), Programming / Software Development, Security, Network & System &&& IndustryHuman Resources Management/ConsultancyBenefits & OthersDental insurance, Life insurance, Medical insurance, Performance bonus, Transportation allowance, Five-day work week","Responsibilities:
Select, design and deploy CI / CD solutions
Build and maintain highly available and auto-scaling systems on Docker and Kubernetes
Design, setup and manage IaaS and PaaS on AWS / Microsoft Azure / GCP / VMware 
Manage the monitoring and logging systems of our infrastructure and applications
Research and implement improvements to how we manage infrastructure and application delivery pipelines.
Qualifications:
Experience in DevOps and / or System Engineer
Knowledgeable about AWS, Azure, GCP is a must
Experience managing and automating large-scale high-uptime GCP, Azure, AWS deployments
Previous experience in distributed systems, data processing, and analytics is a plus
Good personality and communication skill"
228,th.jobsdb.com/th/jobs/in-ladkrabang/machine-learning-jobs/1?SalaryF=30000&SalaryT=70000&SalaryType=1&createdAt=30d,Data Scientist - True Leasing @Lardkrabang, & True Corporation Public Company Limited & Ladkrabang,2d ago, & IT & Data & Agile,"Job TypeFull Time, ContractCompany Websitehttp://www.aitekltd.comJob FunctionsInformation Technology (IT), Application Specialist - Software, MIS, Programming / Software Development &&& IndustryInformation Technology","Looking for software developer for 12 months contract in Bangkok
Details: 
Experience in software development with web technologies.
Knowledge of micro services, containers, Docker, Kubernetes
Knowledge of Linux, Windows Server, Networking and protocols
Script Langages, C/C++, JavaScript, Python, Json, SQL
Professional working proficiency (or above) in English is a must
Autonomous, thorough, team worker, curious, quick learner, communicative
An agile, inclusive and responsible culture is the foundation of our company where diverse people are offered excellent opportunities to grow, learn and advance in their careers.  We are committed to encouraging our employees to reach their full potential, while valuing and respecting them as individuals
If interested, kindly let us know
Regards.
AITEK Team"
229,th.jobsdb.com/th/jobs/in-sampantawong/machine-learning-jobs/1?SalaryF=30000&SalaryT=70000&SalaryType=1&createdAt=30d,Data Engineer, & Tong Hua Holding Public Company Limited & Sampantawong,1d ago, & Quick Learner & Strong problem-solving and analytical skills & Build innovative data solutions,"Career LevelMiddleQualificationDegreeYears of Experience8 yearsJob TypeFull Time, PermanentCompany Websitehttp://www.gulf.co.thJob FunctionsEngineering, Others, Professional Services, Legal & Compliance &&& IndustryEnergy/Power/Water/Oil & Gas/Waste ManagementBenefits & OthersDental insurance, Life insurance, Performance bonus, Five-day work week","Job Responsibilities
Leading, reviewing, controlling, and monitoring the contracts and execution contracts.
Coordinating with legal and related parties for preparing the contract to ensure that any obligations are align with company policy.
Managing record keeping for all contract-related correspondence and documentation.
Coordinating with external parties such as consultants, contractor, government and etc.
Key Requirements
Bachelor’s degree or higher in Engineering with 5-8 years’ experience in contract management or related roles.

Engineering background is required
Fluent in English both written and verbal (Minimum 750 TOEIC score).
Ability to travel/ work upcountry and abroad."
230,th.jobsdb.com/th/jobs/in-yannawa/machine-learning-jobs/1?SalaryF=30000&SalaryT=70000&SalaryType=1&createdAt=30d,AI / Machine Learning Engineer (Hybrid working), & Krungsri Bank (Bank of Ayudhya PCL.) & Yannawa,5d ago," & Machine Learning system & Natural Language Processing & Python, API, Scikit-learn, Tensorflow or PyTorch","Career LevelMiddleQualificationDegreeYears of Experience2 yearsJob TypeFull TimeJob FunctionsInformation Technology (IT), Programming / Software Development, IT Consulting &&& IndustryTrading and Distribution","Job Responsibilities
Work on Natural Language Processing (NLP), Tokenization, Brand Tagging, Synonym mining, Query correction to improve Search Recall and Relevance
Work in collaboration with other world-class engineers, researchers, and statisticians to ensure the features and models are functioning at or above expected performance levels
Write product or system development code. Participate in, or lead design reviews with peers and stakeholders to decide amongst available technologies.
Use big data technology to evaluate and prioritize content discovery features. Conduct AB Tests to ensure we objectively measure improvements.
Key Qualifications:
2+ years of relevant industry experience 
Experience with Search, Natural Language Processing, or Machine Learning 
Experience with algorithm development with Python and frameworks such as PyTorch, Tensorflow, Keras, etc
Preferred Skills:
Master's degree or above in Computer Science or related technical fields.
Deep understanding of the search and information retrieval fundamentals including indexing, query understanding, retrieval and ranking
Familiarity with A/B experimentation and data/metric-driven product development"
231,th.jobsdb.com/th/jobs/in-phayathai/machine-learning-jobs/1?SalaryF=30000&SalaryT=70000&SalaryType=1&createdAt=30d,Business Data Science, & Pruksa Real Estate Public Company Limited & Phayathai,1d ago, & At least 1 years working experience & exp. in Business Intelligence or Business Analyst & Computer Science,"Career LevelMiddleQualificationDegreeYears of Experience2 yearsJob TypeFull Time, PermanentCompany Websitehttps://www.argyllscott.co.th/Job FunctionsInformation Technology (IT), Application Specialist - Network, Network & System &&& IndustryHuman Resources Management/Consultancy","About Our Client
Argyll Scott Thailand, a Hydrogen Group's recruitment consultancy firm, is working with a leading end-to-end HR and Financial Solutions provider. They are now looking for a Cloud Engineer to join their team in Bangkok.
Responsibility:
Develop and maintain Infrastructure as a Code (IaC) using TerraForm.
Supporting backup and recovery service on Cloud resources.
Develop, deploy, and maintain micro services-based applications in the public cloud
Develops tools to drive project/program management success
Interact with clients, provide support, and make recommendations based on client requirements
Participate and communicate with the Developer
Ensure the effective operation of data storage and process
Qualifications:
Minimum of 3 years' experience in IT system/Cloud administration.
Expertise in AWS and HuaweiCloud services.
Knowledge of Cloud PaaS service (e.g. Managed Kubernetes, Managed Databases, Serverless, API Gateway, Queue, and Messaging)
Knowledge of Terraform
Expertise with CI/CD systems and the Software Development Life Cycle.
Excellent knowledge of Kubernetes and container technologies.
Cloud or related certifications are an advantage.
Hybrid Work
Argyll Scott Asia is acting as an Employment Agency in relation to this vacancy."
