,Link,Name,Price,Color
410,https://www.carpages.ca/used-cars/ontario/peterborough/2014-cadillac-srx-9114886/,2014 Cadillac SRX,"$11,299",White
411,https://www.carpages.ca/used-cars/ontario/peterborough/2011-ford-econoline-9114868/,2011 Ford Econoline,"$24,699",White
412,https://www.carpages.ca/used-cars/british-columbia/richmond/2017-tesla-model-s-9113707/,2017 Tesla Model S,"$72,882",Gray
413,https://www.carpages.ca/used-cars/ontario/waterloo/2019-chevrolet-bolt-9113611/,2019 Chevrolet Bolt,"$40,969",Mosaic Black Metallic
414,https://www.carpages.ca/used-cars/ontario/ottawa/2016-tesla-model-s-9113530/,2016 Tesla Model S,"$66,950",Black
415,https://www.carpages.ca/used-cars/ontario/vaughan/2015-tesla-model-s-9113395/,2015 Tesla Model S,"$59,910",Red Multi-Coat
416,https://www.carpages.ca/used-cars/ontario/nepean/2018-nissan-leaf-9113071/,2018 Nissan Leaf,"$36,495",Blue
417,https://www.carpages.ca/used-cars/ontario/oakville/2022-tesla-model-y-9112510/,2022 Tesla Model Y,"$89,700",White
418,https://www.carpages.ca/used-cars/ontario/oakville/2022-tesla-model-3-9112441/,2022 Tesla Model 3,"$68,950",Grey
419,https://www.carpages.ca/used-cars/ontario/north-york/2018-chevrolet-malibu-9112360/,2018 Chevrolet Malibu,"$25,490",Beige
420,https://www.carpages.ca/used-cars/ontario/north-york/2017-tesla-model-x-9112240/,2017 Tesla Model X,"$104,480",White
421,https://www.carpages.ca/used-cars/ontario/oakville/2020-tesla-model-3-9112225/,2020 Tesla Model 3,"$69,950",White
422,https://www.carpages.ca/used-cars/ontario/guelph/2019-kia-niro-9112057/,2019 Kia NIRO,"$26,900",Grey
423,https://www.carpages.ca/used-cars/ontario/mississauga/2022-hyundai-tucson-hybrid-9111166/,2022 Hyundai Tucson Hybrid,"$59,995",Crimson Red
424,https://www.carpages.ca/used-cars/ontario/guelph/2022-ford-maverick-9111061/,2022 Ford MAVERICK,"$45,998",Grey
425,https://www.carpages.ca/used-cars/british-columbia/port-coquitlam/2019-tesla-model-s-9110512/,2019 Tesla Model S,"$99,995",White
426,https://www.carpages.ca/used-cars/nova-scotia/halifax/2021-mercedes-benz-e-class-9110362/,2021 Mercedes-Benz E-Class,"$105,990",Black
427,https://www.carpages.ca/used-cars/ontario/oakville/2022-tesla-model-y-9110248/,2022 Tesla Model Y,"$89,980",Grey
428,https://www.carpages.ca/new-cars/ontario/new-hamburg/2022-ford-f-150-9110152/,2022 Ford F-150,"$60,960",Oxford White
429,https://www.carpages.ca/used-cars/ontario/sudbury/2020-toyota-prius-9110023/,2020 Toyota Prius,"$41,978",White
430,https://www.carpages.ca/used-cars/british-columbia/abbotsford/2022-ford-f-150-9109426/,2022 Ford F-150,"$164,995",
431,https://www.carpages.ca/used-cars/alberta/edmonton/2016-porsche-cayenne-9108865/,2016 Porsche Cayenne,"$47,998",Blue
432,https://www.carpages.ca/new-cars/alberta/edmonton/2022-ford-explorer-9108811/,2022 Ford Explorer,"$64,949",Black
433,https://www.carpages.ca/used-cars/ontario/ottawa/2022-hyundai-santa-fe-9108493/,2022 Hyundai Santa Fe,"$57,995",Magnetic Grey
434,https://www.carpages.ca/new-cars/british-columbia/surrey/2022-jeep-grand-cherokee-9108133/,2022 Jeep Grand Cherokee,"$92,169",Bright White
435,https://www.carpages.ca/new-cars/manitoba/selkirk/2022-ford-escape-9108130/,2022 Ford Escape,"$46,468",Carbonized Grey Metallic
436,https://www.carpages.ca/used-cars/ontario/kitchener/2018-nissan-leaf-9108094/,2018 Nissan Leaf,"$37,909",Deep Blue Pearl
437,https://www.carpages.ca/used-cars/ontario/brampton/2021-toyota-highlander-9107965/,2021 Toyota Highlander,"$59,900",Grey
438,https://www.carpages.ca/used-cars/ontario/guelph/2013-volkswagen-jetta-9107599/,2013 Volkswagen Jetta,"$15,495",Black
439,https://www.carpages.ca/new-cars/nova-scotia/halifax/2023-volvo-s90-9106507/,2023 Volvo S90,"$86,445",Onyx Black Metallic
440,https://www.carpages.ca/used-cars/ontario/oakville/2018-toyota-rav4-9106294/,2018 Toyota RAV4,"$37,888",Blue
441,https://www.carpages.ca/new-cars/ontario/mississauga/2022-ford-f-150-9105871/,2022 Ford F-150,"$61,240",Oxford White
442,https://www.carpages.ca/used-cars/british-columbia/surrey/2023-jeep-wrangler-9105598/,2023 Jeep Wrangler,"$78,673",Red
443,https://www.carpages.ca/used-cars/british-columbia/surrey/2022-jeep-wrangler-9105433/,2022 Jeep Wrangler,"$80,341",White
444,https://www.carpages.ca/used-cars/ontario/clarington/2022-chevrolet-bolt-9104776/,2022 Chevrolet Bolt,"$51,995",Blue
445,https://www.carpages.ca/used-cars/ontario/brampton/2022-tesla-model-y-9104629/,2022 Tesla Model Y,"$91,995",
446,https://www.carpages.ca/new-cars/ontario/hagersville/2023-ford-f-150-9104287/,2023 Ford F-150,"$94,670",STAR WHITE METALLIC TRI-COAT
447,https://www.carpages.ca/new-cars/alberta/edmonton/2023-jaguar-f-pace-9104146/,2023 Jaguar F-PACE,"$96,940.47",
448,https://www.carpages.ca/used-cars/ontario/nepean/2021-hyundai-ioniq-9103777/,2021 Hyundai IONIQ,"$41,488",Black
449,https://www.carpages.ca/used-cars/manitoba/winnipeg/2022-hyundai-ioniq-5-9103735/,2022 Hyundai IONIQ 5,"$77,991",Cyber Grey
450,https://www.carpages.ca/new-cars/manitoba/winnipeg/2023-toyota-sequoia-9103699/,2023 Toyota Sequoia,"$79,249",Magnetic Gray Metallic
451,https://www.carpages.ca/new-cars/manitoba/winnipeg/2023-toyota-sequoia-9103696/,2023 Toyota Sequoia,"$92,249",Supersonic Red
452,https://www.carpages.ca/new-cars/manitoba/winnipeg/2023-toyota-sequoia-9103693/,2023 Toyota Sequoia,"$81,749",White
453,https://www.carpages.ca/used-cars/ontario/mississauga/2021-hyundai-elantra-9102190/,2021 Hyundai Elantra,"$40,495",Electric Shadow
454,https://www.carpages.ca/used-cars/ontario/mississauga/2022-hyundai-tucson-hybrid-9102184/,2022 Hyundai Tucson Hybrid,"$59,995",Deep Sea Blue
455,https://www.carpages.ca/used-cars/ontario/mississauga/2021-hyundai-santa-fe-9102181/,2021 Hyundai Santa Fe,"$54,995",LAGOON BLUE
456,https://www.carpages.ca/new-cars/ontario/bolton/2023-jeep-wrangler-9101785/,2023 Jeep Wrangler,"$77,795",Black
457,https://www.carpages.ca/new-cars/ontario/bolton/2023-jeep-wrangler-9101770/,2023 Jeep Wrangler,"$76,440",Black
458,https://www.carpages.ca/new-cars/ontario/bolton/2023-jeep-wrangler-9101764/,2023 Jeep Wrangler,"$75,848",Black
459,https://www.carpages.ca/new-cars/ontario/bolton/2023-jeep-wrangler-9101743/,2023 Jeep Wrangler,"$77,790",Purple
460,https://www.carpages.ca/new-cars/ontario/bolton/2023-jeep-wrangler-9101740/,2023 Jeep Wrangler,"$69,550",Black
461,https://www.carpages.ca/new-cars/british-columbia/fort-st-john/2022-ford-f-150-9101002/,2022 Ford F-150,"$85,725",Iced Blue Silver Metallic
462,https://www.carpages.ca/used-cars/british-columbia/abbotsford/2019-hyundai-ioniq-hybrid-9100993/,2019 Hyundai Ioniq Hybrid,"$29,998",Intense Blue Metallic
463,https://www.carpages.ca/used-cars/alberta/high-river/2021-toyota-corolla-9100930/,2021 Toyota Corolla,"$37,995",Black Sand Pearl
464,https://www.carpages.ca/used-cars/ontario/st-catharines/2017-volvo-xc90-9100792/,2017 Volvo XC90,"$44,998",Black
465,https://www.carpages.ca/used-cars/ontario/bolton/2022-toyota-sienna-9100678/,2022 Toyota Sienna,"$78,995",Ruby Flare Pearl
466,https://www.carpages.ca/used-cars/ontario/ottawa/2016-nissan-leaf-9100570/,2016 Nissan Leaf,"$24,627",Pearl White
467,https://www.carpages.ca/used-cars/ontario/ottawa/2019-kia-niro-9100567/,2019 Kia NIRO,"$47,887",Aurora Black
468,https://www.carpages.ca/used-cars/british-columbia/richmond/2019-tesla-model-3-9100441/,2019 Tesla Model 3,"$52,637",Solid Black
469,https://www.carpages.ca/used-cars/british-columbia/richmond/2022-lucid-air-9100432/,2022 Lucid Air,"$208,888",INFINITE BLACK
470,https://www.carpages.ca/used-cars/british-columbia/surrey/2021-toyota-rav4-9100261/,2021 Toyota RAV4,"$53,562",Silver
471,https://www.carpages.ca/used-cars/manitoba/winnipeg/2021-tesla-model-y-9099550/,2021 Tesla Model Y,"$86,881",Deep Blue Metallic
472,https://www.carpages.ca/used-cars/ontario/toronto/2010-chevrolet-malibu-9099313/,2010 Chevrolet Malibu,"$8,998",White
473,https://www.carpages.ca/used-cars/ontario/kingston/2022-tesla-model-y-9097864/,2022 Tesla Model Y,"$93,888",White
474,https://www.carpages.ca/used-cars/ontario/scarborough/2013-toyota-prius-9097858/,2013 Toyota Prius,"$13,995",Blue
475,https://www.carpages.ca/used-cars/saskatchewan/saskatoon/2017-ford-fusion-9097069/,2017 Ford Fusion,"$30,400",White Platinum Metallic Tri-Coat
476,https://www.carpages.ca/used-cars/ontario/guelph/2021-audi-a5-9096916/,2021 Audi A5,"$51,988",White
477,https://www.carpages.ca/used-cars/ontario/guelph/2017-audi-a3-9096889/,2017 Audi A3,"$31,998",Black
478,https://www.carpages.ca/used-cars/british-columbia/vancouver/2019-tesla-model-3-9096322/,2019 Tesla Model 3,"$49,995",Red
479,https://www.carpages.ca/used-cars/quebec/saint-hubert/2020-tesla-model-3-9095878/,2020 Tesla Model 3,"$59,970",Pearl White Multi-Coat
480,https://www.carpages.ca/used-cars/ontario/oakville/2018-tesla-model-3-9095236/,2018 Tesla Model 3,"$54,950",Red
481,https://www.carpages.ca/used-cars/british-columbia/abbotsford/2021-ford-mustang-mach-e-9094297/,2021 Ford Mustang MACH-E,"$76,888",
482,https://www.carpages.ca/used-cars/manitoba/winnipeg/2021-audi-q5-9093658/,2021 Audi Q5,"$64,500",Ultra Blue Metallic
483,https://www.carpages.ca/new-cars/new-brunswick/saint-john/2022-mercedes-benz-gle-9093565/,2022 Mercedes-Benz GLE,"$197,227",Obsidian Black Met
484,https://www.carpages.ca/used-cars/british-columbia/surrey/2022-tesla-model-y-9093433/,2022 Tesla Model Y,"$100,597",Grey
485,https://www.carpages.ca/new-cars/alberta/red-deer/2022-lincoln-corsair-9092599/,2022 Lincoln Corsair,"$78,120",Black
486,https://www.carpages.ca/new-cars/manitoba/winnipeg/2023-toyota-camry-9092449/,2023 Toyota Camry,"$34,883",Midnight Black Metallic
487,https://www.carpages.ca/new-cars/manitoba/winnipeg/2023-toyota-camry-9092446/,2023 Toyota Camry,"$41,483",Pre-Dawn Grey Mica
488,https://www.carpages.ca/new-cars/manitoba/winnipeg/2023-toyota-camry-9092440/,2023 Toyota Camry,"$38,163",Midnight Black Metallic
489,https://www.carpages.ca/new-cars/manitoba/winnipeg/2023-toyota-camry-9092407/,2023 Toyota Camry,"$43,683",Celestial Silver Metallic
490,https://www.carpages.ca/new-cars/manitoba/winnipeg/2023-kia-sorento-9091651/,2023 Kia Sorento,"$59,100",White
491,https://www.carpages.ca/new-cars/manitoba/winnipeg/2023-kia-sorento-9091648/,2023 Kia Sorento,"$54,700",White
492,https://www.carpages.ca/new-cars/manitoba/winnipeg/2023-kia-sorento-9091645/,2023 Kia Sorento,"$49,700",White
493,https://www.carpages.ca/new-cars/manitoba/winnipeg/2023-kia-sorento-9091642/,2023 Kia Sorento,"$46,000",White
494,https://www.carpages.ca/new-cars/manitoba/winnipeg/2023-kia-sorento-9091639/,2023 Kia Sorento,"$40,700",White
495,https://www.carpages.ca/new-cars/ontario/ottawa/2022-ford-f-150-9090490/,2022 Ford F-150,"$62,455",Iconic Silver Metallic
496,https://www.carpages.ca/new-cars/ontario/peterborough/2023-ford-f-150-9090358/,2023 Ford F-150,"$66,774",Oxford White
497,https://www.carpages.ca/new-cars/saskatchewan/paradise-hill/2022-ford-mustang-mach-e-9089758/,2022 Ford Mustang MACH-E,"$78,090",SHADOW BLACK
498,https://www.carpages.ca/used-cars/british-columbia/surrey/2020-toyota-rav4-9089029/,2020 Toyota RAV4,"$50,997",White
499,https://www.carpages.ca/new-cars/alberta/edmonton/2022-ford-escape-9088582/,2022 Ford Escape,"$49,250",Blue
500,https://www.carpages.ca/new-cars/alberta/edmonton/2022-ford-escape-9088567/,2022 Ford Escape,"$48,074",White
