,link,Title,Detials,Price per Night,Rating
171,https://www.airbnb.ca/rooms/671375602637305990?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=4a4a5efd-5909-41b4-a220-4739d60dcf55,*Newly Renovated Studio King Suite~Central Waikik!,3 guests ·  · Studio ·  · 2 beds ·  · 1 bath,$517 CAD,4.89
172,https://www.airbnb.ca/rooms/616890379852307855?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=4a4a5efd-5909-41b4-a220-4739d60dcf55,Panoramic OCEANVIEW ON HIGH FLOOR STEPS FROM BEACH,4 guests ·  · Studio ·  · 2 beds ·  · 1 bath,$552 CAD,4.87
173,https://www.airbnb.ca/rooms/598699132895948627?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=4a4a5efd-5909-41b4-a220-4739d60dcf55,"Partial Ocean View, Full Bed with Balcony",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 private bath,$322 CAD,New
174,https://www.airbnb.ca/rooms/559014008550904162?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=4a4a5efd-5909-41b4-a220-4739d60dcf55,Spacious Condo Central of Waikiki Near Beach!,4 guests ·  · Studio ·  · 2 beds ·  · 1 bath,$523 CAD,4.9 
175,https://www.airbnb.ca/rooms/647164404246729911?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=4a4a5efd-5909-41b4-a220-4739d60dcf55,*New! Charming & Cozy 1BR Suite* Central Waikiki~,6 guests ·  · 1 bedroom ·  · 4 beds ·  · 1 bath,$748 CAD,5.0 
176,https://www.airbnb.ca/rooms/734853533510561564?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=4a4a5efd-5909-41b4-a220-4739d60dcf55,Retro 90s Japanese Camper on the North Shore!,4 guests ·  · 1 bedroom ·  · 2 beds ·  · 1 bath,$283 CAD,New
177,https://www.airbnb.ca/rooms/53450221?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=4a4a5efd-5909-41b4-a220-4739d60dcf55,Newly renovated Condo Center of Waikiki Near Beach,4 guests ·  · Studio ·  · 2 beds ·  · 1 bath,$523 CAD,4.74
178,https://www.airbnb.ca/rooms/46002318?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=4a4a5efd-5909-41b4-a220-4739d60dcf55,"Central area,Waikiki ! Comfort&Reasonable stay♪",2 guests ·  · Studio ·  · 1 bed ·  · 1 bath,$330 CAD,4.42
179,https://www.airbnb.ca/rooms/553808903536290715?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=4a4a5efd-5909-41b4-a220-4739d60dcf55,Bedroom Suite,5 guests ·  · 1 bedroom ·  · 3 beds ·  · 1 private bath,$322 CAD,3.83
180,https://www.airbnb.ca/rooms/678759527904138249?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=4a4a5efd-5909-41b4-a220-4739d60dcf55,Private studio ＆ FREE Parking near Hilton Lagoon,4 guests ·  · 1 bedroom ·  · 2 beds ·  · 1 private bath,$353 CAD,5.0 
181,https://www.airbnb.ca/rooms/527114582885694142?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=58193af9-b037-4ed9-87cc-6bacecad2e0b,2021 Brand New Mercedes Benz RV- your vanlife time,4 guests ·  · 2 beds ·  · Half-bath,$436 CAD,4.75
182,https://www.airbnb.ca/rooms/669556765397471482?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=58193af9-b037-4ed9-87cc-6bacecad2e0b,Waikiki legal holiday home-Free parking,5 guests ·  · 2 bedrooms ·  · 2 beds ·  · 1 bath,$484 CAD,New
183,https://www.airbnb.ca/rooms/13564551?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=58193af9-b037-4ed9-87cc-6bacecad2e0b,"Best Value, Best Location! - KVII406A",2 guests ·  · Studio ·  · 1 bed ·  · 1 bath,$344 CAD,4.49
184,https://www.airbnb.ca/rooms/48922599?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=58193af9-b037-4ed9-87cc-6bacecad2e0b,Center of Waikiki-5 minutes to beach,2 guests ·  · Studio ·  · 1 bed ·  · 1 bath,$318 CAD,4.76
185,https://www.airbnb.ca/rooms/16518348?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=58193af9-b037-4ed9-87cc-6bacecad2e0b,View!! FREE on-site PARKING Waikiki Studio 🌈*日本語*,2 guests ·  · Studio ·  · 1 bed ·  · 1 bath,$453 CAD,4.87
186,https://www.airbnb.ca/rooms/14452537?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=58193af9-b037-4ed9-87cc-6bacecad2e0b,Corner unit with a Full Kitchen!,3 guests ·  · Studio ·  · 1 bed ·  · 1 bath,$296 CAD,4.65
187,https://www.airbnb.ca/rooms/656121456715280584?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=58193af9-b037-4ed9-87cc-6bacecad2e0b,"Waikiki legal holiday home,    Free parking",5 guests ·  · 2 bedrooms ·  · 3 beds ·  · 1 bath,$531 CAD,4.71
188,https://www.airbnb.ca/rooms/622455208811787410?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=58193af9-b037-4ed9-87cc-6bacecad2e0b,Cozy and Warm Modern Studio near Waikiki Beach!!!,3 guests ·  · Studio ·  · 2 beds ·  · 1 bath,$543 CAD,5.0 
189,https://www.airbnb.ca/rooms/703111793975318877?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=58193af9-b037-4ed9-87cc-6bacecad2e0b,Lovely Studio with Park Views @ The Palms Waikiki,2 guests ·  · Studio ·  · 1 bed ·  · 1 bath,$449 CAD,5.0 
190,https://www.airbnb.ca/rooms/15275751?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=58193af9-b037-4ed9-87cc-6bacecad2e0b,LivingHealthyWithChocolate's Guest House,2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,$548 CAD,4.98
191,https://www.airbnb.ca/rooms/731975464935982166?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=58193af9-b037-4ed9-87cc-6bacecad2e0b,Ocean view | 1 Bedroom Ilikai Marina | Wi-Fi & AC,3 guests ·  · 1 bedroom ·  · 2 beds ·  · 1 bath,$575 CAD,New
192,https://www.airbnb.ca/rooms/628301456286547856?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=58193af9-b037-4ed9-87cc-6bacecad2e0b,Luana at Waikiki with ocean and park view,4 guests ·  · 1 bedroom ·  · 2 beds ·  · 1 private bath,$459 CAD,4.9 
193,https://www.airbnb.ca/rooms/46717922?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=58193af9-b037-4ed9-87cc-6bacecad2e0b,Hawaii Honolulu  Waikiki New 1br/1baApartment,6 guests ·  · 1 bedroom ·  · 4 beds ·  · 1 bath,$437 CAD,4.56
194,https://www.airbnb.ca/rooms/35433247?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=58193af9-b037-4ed9-87cc-6bacecad2e0b,210 TROPICS!! IN PARADISE!  BLOCK FROM BEACH!!,2 guests ·  · Studio ·  · 1 bed ·  · 1 bath,$291 CAD,4.52
195,https://www.airbnb.ca/rooms/634917737706388998?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=58193af9-b037-4ed9-87cc-6bacecad2e0b,Waikiki Luxury Ilikai City View! / Free Parking~,6 guests ·  · Studio ·  · 4 beds ·  · 1 bath,$849 CAD,4.94
196,https://www.airbnb.ca/rooms/13139520?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=58193af9-b037-4ed9-87cc-6bacecad2e0b,Hale Wa’a - 2 bed/2 bath - 5 minute walk to beach!,5 guests ·  · 2 bedrooms ·  · 3 beds ·  · 2 baths,$720 CAD,4.89
197,https://www.airbnb.ca/rooms/39816496?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=58193af9-b037-4ed9-87cc-6bacecad2e0b,Glamping. Camping gear rent and Suv 7 seater incl,3 guests ·  · 1 bedroom ·  · 3 beds ·  · 1 bath,$361 CAD,4.9 
198,https://www.airbnb.ca/rooms/15823091?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=58193af9-b037-4ed9-87cc-6bacecad2e0b,Fantastic Diamond Head & Ocean Views,2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,$488 CAD,4.75
199,https://www.airbnb.ca/rooms/645434143945997632?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=58193af9-b037-4ed9-87cc-6bacecad2e0b,Ultimate Waikiki Group Getaway! 3 Modern Units,12 guests ·  · 3 bedrooms ·  · 6 beds ·  · 3 baths,$781 CAD,New
200,https://www.airbnb.ca/rooms/35694715?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=58193af9-b037-4ed9-87cc-6bacecad2e0b,PANORAMIC OCEANVIEW ON HIGH FLOOR STEPS FROM BEACH,4 guests ·  · Studio ·  · 2 beds ·  · 1 bath,$561 CAD,4.88
201,https://www.airbnb.ca/rooms/3386000?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=b23f694c-94f8-43b4-9d20-700fa1ad2cbc,WAIKIKI CONTEMPORARY STUDIO ★FREE PARKING★  日本語,3 guests ·  · Studio ·  · 2 beds ·  · 1 bath,$414 CAD,4.89
202,https://www.airbnb.ca/rooms/547475938534382212?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=b23f694c-94f8-43b4-9d20-700fa1ad2cbc,🐳WAIKIKI HAWAIIAN OASIS-Legal Rental🐳,2 guests ·  · Studio ·  · 1 bed ·  · 1 bath,$414 CAD,4.75
203,https://www.airbnb.ca/rooms/24874873?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=b23f694c-94f8-43b4-9d20-700fa1ad2cbc,"Waikiki Sunset 31st Floor,  Free Parking",6 guests ·  · 1 bedroom ·  · 3 beds ·  · 1 bath,$664 CAD,4.66
204,https://www.airbnb.ca/rooms/13139520?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=b23f694c-94f8-43b4-9d20-700fa1ad2cbc,Hale Wa’a - 2 bed/2 bath - 5 minute walk to beach!,5 guests ·  · 2 bedrooms ·  · 3 beds ·  · 2 baths,$720 CAD,4.89
205,https://www.airbnb.ca/rooms/651710463009144361?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=b23f694c-94f8-43b4-9d20-700fa1ad2cbc,Waikiki-Newly renovated   Legitimate short rent,5 guests ·  · 2 bedrooms ·  · 3 beds ·  · 1 bath,$500 CAD,4.75
206,https://www.airbnb.ca/rooms/47529549?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=b23f694c-94f8-43b4-9d20-700fa1ad2cbc,"Central area,Waikiki ! Comfort&Reasonable stay♪",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,$348 CAD,4.74
207,https://www.airbnb.ca/rooms/35694715?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=b23f694c-94f8-43b4-9d20-700fa1ad2cbc,PANORAMIC OCEANVIEW ON HIGH FLOOR STEPS FROM BEACH,4 guests ·  · Studio ·  · 2 beds ·  · 1 bath,$561 CAD,4.88
208,https://www.airbnb.ca/rooms/52640839?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=b23f694c-94f8-43b4-9d20-700fa1ad2cbc,20th Floor Beautiful 1 BD 1BA-FREE Parking-Wifi-AC,6 guests ·  · 1 bedroom ·  · 2 beds ·  · 1 bath,$627 CAD,4.75
209,https://www.airbnb.ca/rooms/35433247?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=b23f694c-94f8-43b4-9d20-700fa1ad2cbc,210 TROPICS!! IN PARADISE!  BLOCK FROM BEACH!!,2 guests ·  · Studio ·  · 1 bed ·  · 1 bath,$291 CAD,4.52
210,https://www.airbnb.ca/rooms/40210805?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=b23f694c-94f8-43b4-9d20-700fa1ad2cbc,"🌺Cozy and Comfortable,  in the heart of Waikiki",4 guests ·  · 1 bedroom ·  · 2 beds ·  · 1 bath,$442 CAD,4.94
211,https://www.airbnb.ca/rooms/18741585?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=b23f694c-94f8-43b4-9d20-700fa1ad2cbc,🤙WAIKIKI BEACH & SUN-Legal Rental🤙,2 guests ·  · Studio ·  · 1 bed ·  · 1 bath,$349 CAD,4.68
212,https://www.airbnb.ca/rooms/46717922?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=b23f694c-94f8-43b4-9d20-700fa1ad2cbc,Hawaii Honolulu  Waikiki New 1br/1baApartment,6 guests ·  · 1 bedroom ·  · 4 beds ·  · 1 bath,$437 CAD,4.56
213,https://www.airbnb.ca/rooms/549412341931604093?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=b23f694c-94f8-43b4-9d20-700fa1ad2cbc,Private 1 BR O'hana Diamond Suite Near HNL Airport,2 guests ·  · 1 bedroom ·  · 3 beds ·  · 1 shared bath,$306 CAD,3.88
214,https://www.airbnb.ca/rooms/9667518?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=b23f694c-94f8-43b4-9d20-700fa1ad2cbc,"2BR Waikiki King/King Beds, Convention, Beaches",6 guests ·  · 2 bedrooms ·  · 3 beds ·  · 1 bath,$628 CAD,4.53
215,https://www.airbnb.ca/rooms/42299683?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=b23f694c-94f8-43b4-9d20-700fa1ad2cbc,Waikiki Banyan 37th Floor | Ocean Views | Parking,5 guests ·  · 1 bedroom ·  · 3 beds ·  · 1 bath,$609 CAD,4.67
216,https://www.airbnb.ca/rooms/14828126?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=b23f694c-94f8-43b4-9d20-700fa1ad2cbc,Nalu Suite @Waikiki Banyan (1 Free Parking),6 guests ·  · 1 bedroom ·  · 3 beds ·  · 1 bath,$643 CAD,4.81
217,https://www.airbnb.ca/rooms/48069425?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=b23f694c-94f8-43b4-9d20-700fa1ad2cbc,Ocean Breeze Punalu'u 1 BR,4 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,$546 CAD,4.8 
218,https://www.airbnb.ca/rooms/33008112?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=b23f694c-94f8-43b4-9d20-700fa1ad2cbc,"Bright, stylish studio w/views-Walk to beach!",2 guests ·  · Studio ·  · 1 bed ·  · 1 bath,$402 CAD,4.68
219,https://www.airbnb.ca/rooms/43025623?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=b23f694c-94f8-43b4-9d20-700fa1ad2cbc,Waikiki Banyan Ocean View Apt - Free Parking,5 guests ·  · 1 bedroom ·  · 2 beds ·  · 1 bath,$661 CAD,4.43
220,https://www.airbnb.ca/rooms/744164721197184259?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=b23f694c-94f8-43b4-9d20-700fa1ad2cbc,Partial Ocean View 1 Bedroom w/Rooftop Pool,4 guests ·  · 1 bedroom ·  · 2 beds ·  · 1 bath,$569 CAD,New
221,https://www.airbnb.ca/rooms/33008112?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=7c40aeec-4329-4eb4-b2d6-f0df40d15d3c,"Bright, stylish studio w/views-Walk to beach!",2 guests ·  · Studio ·  · 1 bed ·  · 1 bath,$402 CAD,4.68
222,https://www.airbnb.ca/rooms/678759527904138249?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=7c40aeec-4329-4eb4-b2d6-f0df40d15d3c,Private studio ＆ FREE Parking near Hilton Lagoon,4 guests ·  · 1 bedroom ·  · 2 beds ·  · 1 private bath,$353 CAD,5.0 
223,https://www.airbnb.ca/rooms/49656026?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=7c40aeec-4329-4eb4-b2d6-f0df40d15d3c,Mango go 215,4 guests ·  · Studio ·  · 2 beds ·  · 1 bath,$353 CAD,4.66
224,https://www.airbnb.ca/rooms/7290670?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=7c40aeec-4329-4eb4-b2d6-f0df40d15d3c,New Reno! Direct Oceanfront @ Waikiki Beach Tower,8 guests ·  · 2 bedrooms ·  · 4 beds ·  · 2 baths,"$1,229 CAD",4.79
225,https://www.airbnb.ca/rooms/47529549?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=7c40aeec-4329-4eb4-b2d6-f0df40d15d3c,"Central area,Waikiki ! Comfort&Reasonable stay♪",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,$348 CAD,4.74
226,https://www.airbnb.ca/rooms/713464750064936328?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=7c40aeec-4329-4eb4-b2d6-f0df40d15d3c,Steps to Waikiki Beach. Ocean view!,4 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,$413 CAD,5.0 
227,https://www.airbnb.ca/rooms/594537821999870307?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=7c40aeec-4329-4eb4-b2d6-f0df40d15d3c,North shore Ocean Front~,12 guests ·  · 3 bedrooms ·  · 5 beds ·  · 2 baths,$768 CAD,4.41
228,https://www.airbnb.ca/rooms/14828126?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=7c40aeec-4329-4eb4-b2d6-f0df40d15d3c,Nalu Suite @Waikiki Banyan (1 Free Parking),6 guests ·  · 1 bedroom ·  · 3 beds ·  · 1 bath,$643 CAD,4.81
229,https://www.airbnb.ca/rooms/17083346?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=7c40aeec-4329-4eb4-b2d6-f0df40d15d3c,1 block to beach delight by Aloha-Waikiki   92,2 guests ·  · Studio ·  · 1 bed ·  · 1 bath,$425 CAD,4.78
230,https://www.airbnb.ca/rooms/558307185077192564?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=7c40aeec-4329-4eb4-b2d6-f0df40d15d3c,Minutes Walk Waikiki Beach 1 Br 1 Free Parking 27F,4 guests ·  · 1 bedroom ·  · 2 beds ·  · 1 bath,$572 CAD,4.71
231,https://www.airbnb.ca/rooms/50073706?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=7c40aeec-4329-4eb4-b2d6-f0df40d15d3c,Brand new oceanfront Airstream,4 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,$735 CAD,4.75
232,https://www.airbnb.ca/rooms/32997972?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=7c40aeec-4329-4eb4-b2d6-f0df40d15d3c,Windward Suites,6 guests ·  · 2 bedrooms ·  · 2 beds ·  · 2 baths,$719 CAD,4.94
233,https://www.airbnb.ca/rooms/38780012?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=7c40aeec-4329-4eb4-b2d6-f0df40d15d3c,Waikiki Sunset Mountain View w/ 1 Parking,6 guests ·  · 1 bedroom ·  · 3 beds ·  · 1 bath,$534 CAD,4.57
234,https://www.airbnb.ca/rooms/49129903?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=7c40aeec-4329-4eb4-b2d6-f0df40d15d3c,Diamond Head King Bed Suite,3 guests ·  · Studio ·  · 1 bed ·  · 1 private bath,$281 CAD,4.48
235,https://www.airbnb.ca/rooms/38086835?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=7c40aeec-4329-4eb4-b2d6-f0df40d15d3c,"Ocean View 2 Double Beds, Hotel Renew",4 guests ·  · Studio ·  · 2 beds ·  · 1 private bath,$402 CAD,New
236,https://www.airbnb.ca/rooms/604452166527277906?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=7c40aeec-4329-4eb4-b2d6-f0df40d15d3c,Close to the beach Villa 2 with free parking.,4 guests ·  · 2 bedrooms ·  · 2 beds ·  · 1 bath,$623 CAD,New
237,https://www.airbnb.ca/rooms/50897702?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=7c40aeec-4329-4eb4-b2d6-f0df40d15d3c,1 King Bed OR 2 Doubles in Central Waikiki,4 guests ·  · Studio ·  · 1 bed ·  · 1 private bath,$322 CAD,3.97
238,https://www.airbnb.ca/rooms/37362351?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=7c40aeec-4329-4eb4-b2d6-f0df40d15d3c,Hauula Studio,4 guests ·  · Studio ·  · 1 bed ·  · 1 bath,$421 CAD,4.81
239,https://www.airbnb.ca/rooms/52640839?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=7c40aeec-4329-4eb4-b2d6-f0df40d15d3c,20th Floor Beautiful 1 BD 1BA-FREE Parking-Wifi-AC,6 guests ·  · 1 bedroom ·  · 2 beds ·  · 1 bath,$627 CAD,4.75
240,https://www.airbnb.ca/rooms/684855634849423060?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=7c40aeec-4329-4eb4-b2d6-f0df40d15d3c,Ocean View 1-Bedroom Condo Minutes from the Beach!,3 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,$486 CAD,4.0 
241,https://www.airbnb.ca/rooms/653743559188239883?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=17400db2-ad29-4504-bed0-570a262425d2,Oceanview's on 31st Flr (nr beach),3 guests ·  · Studio ·  · 1 bed ·  · 1 bath,$425 CAD,4.67
242,https://www.airbnb.ca/rooms/545208808950038553?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=17400db2-ad29-4504-bed0-570a262425d2,Waikiki Beachside Condo,2 guests ·  · Studio ·  · 2 beds ·  · 1 bath,$432 CAD,5.0 
243,https://www.airbnb.ca/rooms/51873798?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=17400db2-ad29-4504-bed0-570a262425d2,Waikiki Koa Big Studio,2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,$498 CAD,4.68
244,https://www.airbnb.ca/rooms/36352152?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=17400db2-ad29-4504-bed0-570a262425d2,707A Legal stay--NEW!! LOCATION!!!  AMAZING!!,2 guests ·  · Studio ·  · 1 bed ·  · 1 bath,$333 CAD,4.49
245,https://www.airbnb.ca/rooms/38903944?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=17400db2-ad29-4504-bed0-570a262425d2,Hotel La Croix Kitchenette - Newly Renovated,4 guests ·  · 1 bedroom ·  · 2 beds ·  · 1 shared bath,$333 CAD,4.6 
246,https://www.airbnb.ca/rooms/641793050712970499?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=17400db2-ad29-4504-bed0-570a262425d2,19th FL Spacious 1 BR w/Free Parking+A/C+Wifi,6 guests ·  · 1 bedroom ·  · 3 beds ·  · 1 bath,$534 CAD,5.0 
247,https://www.airbnb.ca/rooms/370635?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=17400db2-ad29-4504-bed0-570a262425d2,Hawaii Basecamp to Sun & Surf ❤️,3 guests ·  · Studio ·  · 3 beds ·  · 1 bath,$393 CAD,4.72
248,https://www.airbnb.ca/rooms/46602272?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=17400db2-ad29-4504-bed0-570a262425d2,Beautiful Mountain Views | Close to Beach |Parking,5 guests ·  · 1 bedroom ·  · 3 beds ·  · 1 bath,$541 CAD,4.85
249,https://www.airbnb.ca/rooms/47223457?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=17400db2-ad29-4504-bed0-570a262425d2,Marriott Ko Olina Studio  (Mtn View),4 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,$651 CAD,5.0 
250,https://www.airbnb.ca/rooms/11967850?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=17400db2-ad29-4504-bed0-570a262425d2,ILIKAI OCEAN VIEW WITH ONE FREE PARKING,4 guests ·  · 1 bedroom ·  · 2 beds ·  · 1 bath,$607 CAD,4.7 
251,https://www.airbnb.ca/rooms/660077406479646514?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=17400db2-ad29-4504-bed0-570a262425d2,BMW X5 Camper RV,2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,$265 CAD,4.8 
252,https://www.airbnb.ca/rooms/34794870?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=17400db2-ad29-4504-bed0-570a262425d2,B New Waikiki Studio Cozy Ocean Views Top Location,2 guests ·  · Studio ·  · 1 bed ·  · 1 bath,$344 CAD,4.66
253,https://www.airbnb.ca/rooms/35694715?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=17400db2-ad29-4504-bed0-570a262425d2,PANORAMIC OCEANVIEW ON HIGH FLOOR STEPS FROM BEACH,4 guests ·  · Studio ·  · 2 beds ·  · 1 bath,$561 CAD,4.88
254,https://www.airbnb.ca/rooms/43237652?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=17400db2-ad29-4504-bed0-570a262425d2,Waikiki Partial Ocean Suite Kitchen 2 Twin Beds,2 guests ·  · 1 bedroom ·  · 3 beds ·  · 1 private bath,$297 CAD,4.38
255,https://www.airbnb.ca/rooms/48069425?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=17400db2-ad29-4504-bed0-570a262425d2,Ocean Breeze Punalu'u 1 BR,4 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,$546 CAD,4.8 
